transfer_id,method,seed,iteration,target_adapt_size,num_confident_pseudo_labels,pseudo_label_coverage,pseudo_label_quality,pseudo_positive_rate,mean_confidence,confidence_threshold,mean_entropy,selection_strategy,entropy_top_fraction
T2_ON,strurw,42,2,34,11,0.3235294117647059,1.0,0.0,0.9999904564415064,0.7,0.00016787338070673949,entropy_top_fraction,0.3
T2_ON,dann_strurw,42,1,34,11,0.3235294117647059,0.9090909090909091,0.09090909090909091,0.9532155438580296,0.7,0.26871237549412813,entropy_top_fraction,0.3
T2_ON,dann_strurw,42,2,34,11,0.3235294117647059,1.0,0.0,0.9999904564415064,0.7,0.00016787338070673949,entropy_top_fraction,0.3
T2_ON,strurw,43,1,34,11,0.3235294117647059,1.0,0.0,0.9855542388977483,0.7,0.10554782252639594,entropy_top_fraction,0.3
T2_ON,strurw,43,2,34,11,0.3235294117647059,1.0,0.0,0.9999872289600014,0.7,0.0002209011207993018,entropy_top_fraction,0.3
T2_ON,dann_strurw,43,1,34,11,0.3235294117647059,1.0,0.0,0.9855542388977483,0.7,0.10554782252639594,entropy_top_fraction,0.3
T2_ON,dann_strurw,43,2,34,11,0.3235294117647059,1.0,0.0,0.9999872289600014,0.7,0.0002209011207993018,entropy_top_fraction,0.3
T2_ON,strurw,44,1,34,11,0.3235294117647059,0.9090909090909091,0.09090909090909091,0.9719086739827286,0.7,0.17839761683807145,entropy_top_fraction,0.3
T2_ON,strurw,44,2,34,11,0.3235294117647059,1.0,0.0,0.9999876167218299,0.7,0.00021290485755079465,entropy_top_fraction,0.3
T2_ON,dann_strurw,44,1,34,11,0.3235294117647059,0.9090909090909091,0.09090909090909091,0.9719086739827286,0.7,0.17839761683807145,entropy_top_fraction,0.3
T2_ON,dann_strurw,44,2,34,11,0.3235294117647059,1.0,0.0,0.9999876167218299,0.7,0.00021290485755079465,entropy_top_fraction,0.3
T2_ON,strurw,45,1,34,11,0.3235294117647059,1.0,0.0,0.996170498765423,0.7,0.034028609125646245,entropy_top_fraction,0.3
