created_at_utc,transfer_id,method,seed,source_size,target_size,source_train_size,source_val_size,target_test_size,source_train_auc,source_val_auc,target_test_auc,target_pr_auc,target_balanced_acc,target_macro_f1,target_licensed_consistency,target_illegal_consistency,target_illegal_recall_at_youden,target_mean_pred_illegal,target_label_class_count,target_has_complete_binary_labels,configured_primary_metric,effective_primary_metric,primary_metric_direction,primary_metric_value,threshold,domain_acc_final,pseudo_label_quality,best_epoch,best_source_val_score,selection_policy,best_state_min_epoch,trained_epochs,force_full_epochs,purpose,runtime_s,wall_runtime_s,encoder_checkpoint
2026-09-08T14:35:32.493452+00:00,T2_PH,dann,46,325,33,263,62,14,0.9974514563106797,0.9890350877192983,0.7083333333333333,0.5981481481481482,0.7083333333333333,0.7083333333333333,0.75,0.6666666666666666,0.6666666666666666,0.4055955302397446,2,True,roc_auc,roc_auc,higher_is_better,0.7083333333333333,0.5103527903556824,0.932624101638794,,160,0.9890350877192983,best_source_val_after_dann_warmup,20,185,False,classifier,16.700681686401367,17.062668800354004,heco_encoder__tau0.7__seed46.pt
2026-09-08T14:31:14.657922+00:00,T2_PH,dann_strurw,42,325,33,263,62,14,0.9959951456310681,0.9901315789473684,0.6666666666666667,0.6835016835016835,0.6041666666666666,0.5906432748538011,0.875,0.3333333333333333,0.3333333333333333,0.18024421636281268,2,True,roc_auc,roc_auc,higher_is_better,0.6666666666666667,0.14331452548503876,0.936170220375061,0.8333333333333334,64,0.9901315789473684,best_source_val_after_dann_warmup,20,200,True,final_classifier,17.40572953224182,29.11593270301819,heco_encoder__tau0.7__seed42.pt
2026-09-08T14:32:25.666021+00:00,T2_PH,dann_strurw,43,325,33,261,64,14,1.0,0.96,0.625,0.6914983164983165,0.5416666666666667,0.47593582887700536,0.25,0.8333333333333334,0.8333333333333334,0.4115006352956568,2,True,roc_auc,roc_auc,higher_is_better,0.625,0.011024218052625656,0.9321428537368774,0.6666666666666666,181,0.96,best_source_val_after_dann_warmup,20,200,True,final_classifier,17.46173596382141,25.149617433547974,heco_encoder__tau0.7__seed43.pt
2026-09-08T14:33:30.637565+00:00,T2_PH,dann_strurw,44,325,33,258,67,14,0.9988648546383301,0.9709193245778611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16482047637189742,2,True,roc_auc,roc_auc,higher_is_better,1.0,0.05604632571339607,0.9314079284667969,0.8333333333333334,56,0.9709193245778611,best_source_val_after_dann_warmup,20,200,True,final_classifier,14.66408109664917,24.86976933479309,heco_encoder__tau0.7__seed44.pt
2026-09-08T14:34:57.240105+00:00,T2_PH,dann_strurw,45,325,33,259,66,14,0.9995613485399173,0.9836538461538461,0.5416666666666666,0.541086691086691,0.6041666666666666,0.5906432748538011,0.875,0.3333333333333333,0.3333333333333333,0.25469199255374925,2,True,roc_auc,roc_auc,higher_is_better,0.5416666666666666,0.45707085728645325,0.9388489127159119,1.0,70,0.9836538461538461,best_source_val_after_dann_warmup,20,200,True,final_classifier,21.576945066452026,36.534175395965576,heco_encoder__tau0.7__seed45.pt
2026-09-08T14:36:41.750669+00:00,T2_PH,dann_strurw,46,325,33,263,62,14,1.0,0.9978070175438597,0.8958333333333333,0.8773809523809524,0.75,0.7543859649122806,1.0,0.5,0.5,0.24107988544479703,2,True,roc_auc,roc_auc,higher_is_better,0.8958333333333333,0.734937310218811,0.932624101638794,0.8333333333333334,178,0.9978070175438597,best_source_val_after_dann_warmup,20,200,True,final_classifier,17.869457960128784,33.1345899105072,heco_encoder__tau0.7__seed46.pt
2026-09-08T14:30:04.698522+00:00,T2_PH,source_only,42,325,33,263,62,14,0.9976941747572815,0.9791666666666666,0.7916666666666667,0.6825757575757576,0.7916666666666667,0.7846153846153847,0.75,0.8333333333333334,0.8333333333333334,0.40491100663176177,2,True,roc_auc,roc_auc,higher_is_better,0.7916666666666667,0.2993318736553192,,,103,0.9791666666666666,best_source_val,1,128,False,classifier,12.006564140319824,12.3381929397583,heco_encoder__tau0.7__seed42.pt
2026-09-08T14:31:29.843101+00:00,T2_PH,source_only,43,325,33,261,64,14,0.9995683808114441,0.9333333333333333,0.7083333333333333,0.7160714285714285,0.6666666666666667,0.641025641025641,0.5,0.8333333333333334,0.8333333333333334,0.421050124001988,2,True,roc_auc,roc_auc,higher_is_better,0.7083333333333333,0.16830222308635712,,,144,0.9333333333333333,best_source_val,1,169,False,classifier,14.392988681793213,14.76865530014038,heco_encoder__tau0.7__seed43.pt
2026-09-08T14:32:32.535735+00:00,T2_PH,source_only,44,325,33,258,67,14,0.9644951756322129,0.9221388367729833,0.5416666666666666,0.5590909090909091,0.47916666666666663,0.47593582887700536,0.625,0.3333333333333333,0.3333333333333333,0.3775499789917376,2,True,roc_auc,roc_auc,higher_is_better,0.5416666666666666,0.5042688846588135,,,43,0.9221388367729833,best_source_val,1,68,False,classifier,6.0863142013549805,6.431071519851685,heco_encoder__tau0.7__seed44.pt
2026-09-08T14:33:38.489352+00:00,T2_PH,source_only,45,325,33,259,66,14,0.9922296027071063,0.9500000000000001,0.4583333333333333,0.4332722832722833,0.3125,0.2631578947368421,0.625,0.0,0.0,0.26935803837009836,2,True,roc_auc,roc_auc,higher_is_better,0.4583333333333333,0.48046356439590454,,,62,0.9500000000000001,best_source_val,1,87,False,classifier,7.198780536651611,7.487720251083374,heco_encoder__tau0.7__seed45.pt
