seed,heldout_family,arm,alpha,binary_weight,shuffle_family_labels,scoring,TB_unseen_family_detection_auc,TA_family_attribution_top1,TA_chance,n_heldout,n_probes,n_train,n_centroids,mean_sim_heldout,mean_sim_probe,probes_in_training,probes_in_centroids,encoder_checkpoint,is_posthoc
44,verdecasino,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),1.0,0.5,0.16666666666666666,4,6,483,6,0.8593577742576599,0.9667769074440002,False,False,heco_encoder__tau0.7__seed44.pt,True
44,verdecasino,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),1.0,0.6666666666666666,0.16666666666666666,4,6,483,6,0.9739116430282593,0.9893395304679871,False,False,heco_encoder__tau0.7__seed44.pt,True
45,bcdot,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.6666666666666666,0.16666666666666666,0.16666666666666666,4,6,483,6,1.0,1.0000001192092896,False,False,heco_encoder__tau0.7__seed45.pt,True
45,bcdot,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.4166666666666667,0.16666666666666666,0.16666666666666666,4,6,483,6,0.8573483824729919,0.8108505606651306,False,False,heco_encoder__tau0.7__seed45.pt,True
45,bcdot,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.5,0.16666666666666666,0.16666666666666666,4,6,483,6,0.8267462253570557,0.8850481510162354,False,False,heco_encoder__tau0.7__seed45.pt,True
45,bcdot,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.24999999999999997,0.16666666666666666,0.16666666666666666,4,6,483,6,0.9998717904090881,0.9997954368591309,False,False,heco_encoder__tau0.7__seed45.pt,True
45,bcgame,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.33333333333333337,0.0,0.16666666666666666,2,6,485,6,1.0000001192092896,1.0,False,False,heco_encoder__tau0.7__seed45.pt,True
45,bcgame,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.5833333333333333,0.6666666666666666,0.16666666666666666,2,6,485,6,0.6047860980033875,0.9463934898376465,False,False,heco_encoder__tau0.7__seed45.pt,True
45,bcgame,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.9166666666666667,0.5,0.16666666666666666,2,6,485,6,0.7943494915962219,0.949290931224823,False,False,heco_encoder__tau0.7__seed45.pt,True
45,bcgame,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.5,0.3333333333333333,0.16666666666666666,2,6,485,6,0.9774988889694214,0.9508479237556458,False,False,heco_encoder__tau0.7__seed45.pt,True
45,freshbet,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.8333333333333333,0.16666666666666666,0.16666666666666666,2,6,485,6,1.0,1.0000001192092896,False,False,heco_encoder__tau0.7__seed45.pt,True
45,freshbet,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.6666666666666667,0.5,0.16666666666666666,2,6,485,6,0.6922112107276917,0.8066945672035217,False,False,heco_encoder__tau0.7__seed45.pt,True
45,freshbet,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.6666666666666667,0.3333333333333333,0.16666666666666666,2,6,485,6,0.8141511082649231,0.8610928058624268,False,False,heco_encoder__tau0.7__seed45.pt,True
45,freshbet,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.6666666666666667,0.5,0.16666666666666666,2,6,485,6,0.9666711091995239,0.9601390957832336,False,False,heco_encoder__tau0.7__seed45.pt,True
45,ggbet,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.4833333333333334,0.16666666666666666,0.16666666666666666,10,6,477,6,1.0,1.0000001192092896,False,False,heco_encoder__tau0.7__seed45.pt,True
45,ggbet,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.5833333333333334,0.3333333333333333,0.16666666666666666,10,6,477,6,0.6611709594726562,0.7310440540313721,False,False,heco_encoder__tau0.7__seed45.pt,True
45,ggbet,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.6,0.3333333333333333,0.16666666666666666,10,6,477,6,0.5842757225036621,0.6077163815498352,False,False,heco_encoder__tau0.7__seed45.pt,True
45,ggbet,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.33333333333333326,0.5,0.16666666666666666,10,6,477,6,0.9720883369445801,0.9627006649971008,False,False,heco_encoder__tau0.7__seed45.pt,True
45,icecasino,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.4861111111111111,0.3333333333333333,0.16666666666666666,6,6,481,6,1.0,1.0,False,False,heco_encoder__tau0.7__seed45.pt,True
45,icecasino,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.7777777777777779,0.5,0.16666666666666666,6,6,481,6,0.7561931610107422,0.8733201026916504,False,False,heco_encoder__tau0.7__seed45.pt,True
45,icecasino,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.638888888888889,0.5,0.16666666666666666,6,6,481,6,0.8449180722236633,0.9283289313316345,False,False,heco_encoder__tau0.7__seed45.pt,True
45,icecasino,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.3888888888888889,0.3333333333333333,0.16666666666666666,6,6,481,6,0.9863572120666504,0.9011025428771973,False,False,heco_encoder__tau0.7__seed45.pt,True
45,tsars,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.48148148148148157,0.3333333333333333,0.16666666666666666,9,6,478,6,1.0,1.0,False,False,heco_encoder__tau0.7__seed45.pt,True
45,tsars,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.7592592592592593,0.3333333333333333,0.16666666666666666,9,6,478,6,0.5300041437149048,0.8020467758178711,False,False,heco_encoder__tau0.7__seed45.pt,True
45,tsars,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.8148148148148149,0.3333333333333333,0.16666666666666666,9,6,478,6,0.6953334212303162,0.8421421647071838,False,False,heco_encoder__tau0.7__seed45.pt,True
45,tsars,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.1111111111111111,0.3333333333333333,0.16666666666666666,9,6,478,6,0.9723269939422607,0.9105870127677917,False,False,heco_encoder__tau0.7__seed45.pt,True
45,verdecasino,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.4166666666666667,0.16666666666666666,0.16666666666666666,4,6,483,6,1.0000001192092896,1.0000001192092896,False,False,heco_encoder__tau0.7__seed45.pt,True
45,verdecasino,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.7916666666666667,0.16666666666666666,0.16666666666666666,4,6,483,6,0.7924052476882935,0.8288640975952148,False,False,heco_encoder__tau0.7__seed45.pt,True
