created_at_utc,task,model,seed,best_epoch,best_val_score,trained_epochs,threshold,val_roc_auc,val_balanced_accuracy,test_roc_auc,test_pr_auc,test_balanced_accuracy,test_macro_f1,test_licensed_consistency,test_illegal_consistency,test_mean_pred_illegal,runtime_s,experiment,permutation_id,reference_family,heldout_positive_count,encoder_checkpoint
2026-04-28T13:15:54.791475+00:00,E3_permutation,heco_disc_lr_finetune,42,56,1.0,81,0.8729023337364197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1112273249841625,4.367969751358032,E3_permutation,48,bcgame,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:06.522793+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.3549181222915649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.181737981862595,11.44031810760498,E3_permutation,49,ggbet,10,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:11.955737+00:00,E3_permutation,heco_disc_lr_finetune,42,72,0.9982578397212544,97,0.8554804921150208,0.9982578397212544,0.9878048780487804,0.997289972899729,0.9888888888888888,0.9878048780487804,0.9675113710201428,0.975609756097561,1.0,0.2239534883818411,5.143664598464966,E3_permutation,50,tsars,9,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:15.072440+00:00,E3_permutation,heco_disc_lr_finetune,42,27,0.9790940766550522,52,0.3649382293224334,0.9790940766550522,0.9390243902439024,0.992063492063492,0.9583333333333334,0.8928571428571428,0.8665430954587581,0.9523809523809524,0.8333333333333334,0.0873094703577494,2.8481810092926025,E3_permutation,51,icecasino,6,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:18.642501+00:00,E3_permutation,heco_disc_lr_finetune,42,38,0.9983739837398372,63,0.5764864087104797,0.9983739837398372,0.9878048780487804,0.9821428571428572,0.8928571428571428,0.8630952380952381,0.8630952380952381,0.9761904761904762,0.75,0.1021812687745144,3.279791831970215,E3_permutation,52,bcdot,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:22.029110+00:00,E3_permutation,heco_disc_lr_finetune,42,31,0.9951219512195122,56,0.4900109469890594,0.9951219512195122,0.9878048780487804,1.0,1.0,0.9761904761904762,0.8878048780487805,0.9523809523809524,1.0,0.0750861663142714,3.121965408325196,E3_permutation,53,verdecasino,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:33.742252+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.8631706833839417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0650376820477765,11.452887773513794,E3_permutation,54,freshbet,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:45.400353+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9238716959953308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0657960946327834,11.38443899154663,E3_permutation,55,bcgame,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:16:56.630665+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9972057938575744,1.0,1.0,1.0,1.0,0.988095238095238,0.970166379804934,0.9761904761904762,1.0,0.2126703961868235,10.97479486465454,E3_permutation,56,ggbet,10,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:17:04.764902+00:00,E3_permutation,heco_disc_lr_finetune,42,118,0.994773519163763,143,0.6608680486679077,0.994773519163763,0.9878048780487804,1.0,1.0,1.0,1.0,1.0,1.0,0.1824902736670472,7.872783422470093,E3_permutation,57,tsars,9,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:17:16.286307+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9436649680137634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1282764053243105,11.244173765182495,E3_permutation,58,icecasino,6,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:17:27.698210+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9116116166114808,1.0,1.0,1.0,1.0,0.9878048780487804,0.9382716049382716,0.975609756097561,1.0,0.1108697385838083,11.151014804840088,E3_permutation,59,bcdot,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:17:39.334750+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9934931397438048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0972311632425288,11.368436813354492,E3_permutation,60,verdecasino,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:17:45.121174+00:00,E3_permutation,heco_disc_lr_finetune,42,77,1.0,102,0.9689117074012756,1.0,1.0,0.9878048780487804,0.8333333333333333,0.75,0.8273092369477911,1.0,0.5,0.0837878279364922,5.521755218505859,E3_permutation,61,freshbet,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:17:56.487043+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.1967646479606628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0475063599158387,11.063726425170898,E3_permutation,62,bcgame,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:18:08.118941+00:00,E3_permutation,heco_disc_lr_finetune,42,200,0.9962476547842402,200,0.9869399070739746,0.9962476547842402,0.9878048780487804,1.0,1.0,1.0,1.0,1.0,1.0,0.1954590090288129,11.368189573287964,E3_permutation,63,ggbet,10,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:18:14.270855+00:00,E3_permutation,heco_disc_lr_finetune,42,81,1.0,106,0.9689863920211792,1.0,1.0,0.9894179894179894,0.9467813051146384,0.7658730158730158,0.8045977011494252,0.9761904761904762,0.5555555555555556,0.2119440084558154,5.887998819351196,E3_permutation,64,tsars,9,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:18:25.858604+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9387288689613342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1687605299712425,11.209535837173462,E3_permutation,65,icecasino,6,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:18:31.091422+00:00,E3_permutation,heco_disc_lr_finetune,42,61,1.0,86,0.8730800151824951,1.0,1.0,0.9821428571428572,0.8041666666666667,0.8630952380952381,0.8630952380952381,0.9761904761904762,0.75,0.1244095581144178,4.955305576324463,E3_permutation,66,bcdot,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:18:42.933120+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.4871524572372436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0879962403296611,11.540785789489746,E3_permutation,67,verdecasino,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:18:52.384975+00:00,E3_permutation,heco_disc_lr_finetune,42,142,1.0,167,0.1548386961221695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0486580683464005,9.179537057876589,E3_permutation,68,freshbet,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:19:04.085760+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9992013573646544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0700661849792462,11.429711103439333,E3_permutation,69,bcgame,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:19:15.284090+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.59437096118927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2065465495871695,10.937199115753174,E3_permutation,70,ggbet,10,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:19:27.086663+00:00,E3_permutation,heco_disc_lr_finetune,42,183,1.0,200,0.2317720055580139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1800899751205888,11.550441026687622,E3_permutation,71,tsars,9,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:19:38.988067+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9261135458946228,1.0,1.0,1.0,1.0,0.9166666666666669,0.9485213581599125,1.0,0.8333333333333334,0.1356043609453498,11.649062395095823,E3_permutation,72,icecasino,6,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
