seed,source_region,target_region,source_size,target_size,target_label_class_count,target_metric_name,target_quasi_metric,target_roc_auc,target_illegal_recall_at_youden,target_mean_pred_illegal,target_one_minus_mean_pred_illegal,threshold,logme_source,logme_cross,h_divergence,wasserstein,encoder_checkpoint
44,Philippines,Ontario,33,58,1,one_minus_mean_pred_illegal,0.5548713945542806,,,0.4451286054457194,0.5548713945542806,0.5269940598661309,-7.571405242774295,-4.295092118479359,0.9894736842105258,0.07015439654641771,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,Spain,33,39,1,one_minus_mean_pred_illegal,0.5686123493626669,,,0.43138765063733314,0.5686123493626669,0.5269940598661309,-7.571405242774295,-5.1770624740294195,1.287619047619048,0.09676231281971703,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,Sweden,33,27,1,one_minus_mean_pred_illegal,0.5568424769077378,,,0.44315752309226214,0.5568424769077378,0.5269940598661309,-7.571405242774295,-5.903693615805141,0.9999999999999996,0.0933907758506198,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,United Kingdom,33,39,1,one_minus_mean_pred_illegal,0.6238649128990175,,,0.3761350871009825,0.6238649128990175,0.5269940598661309,-7.571405242774295,-5.748298485594237,1.017142857142857,0.07450783811390065,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
45,Belgium,Denmark,69,77,1,illegal_recall_at_youden,0.935064935064935,,0.935064935064935,0.6082174831794417,0.3917825168205583,0.49905827822795307,-5.200678998778504,-2.948711861359152,1.3719540229885054,0.028172833806067724,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
45,Belgium,France,69,72,2,roc_auc,0.6484375,0.6484375,0.5208333333333334,0.5566921891257629,0.4433078108742371,0.49905827822795307,-5.200678998778504,-2.9763662616092765,0.4413793103448276,0.023819818538577002,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
45,Belgium,Germany,69,40,1,one_minus_mean_pred_illegal,0.4269793924202714,,,0.5730206075797286,0.4269793924202714,0.49905827822795307,-5.200678998778504,-3.714594180378371,0.6406926406926408,0.021625673494207992,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
45,Belgium,Italy,69,34,1,illegal_recall_at_youden,0.8823529411764706,,0.8823529411764706,0.7825450573096738,0.21745494269032617,0.49905827822795307,-5.200678998778504,-3.856009637637049,0.9466666666666663,0.06838992935998317,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
45,Belgium,Netherlands,69,5,1,illegal_recall_at_youden,0.4,,0.4,0.4877222259844654,0.5122777740155346,0.49905827822795307,-5.200678998778504,-4.934262359073222,1.7295238095238097,0.048734353927209866,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
45,Belgium,Ontario,69,58,1,one_minus_mean_pred_illegal,0.48186545962609006,,,0.5181345403739099,0.48186545962609006,0.49905827822795307,-5.200678998778504,-3.406068137647248,0.27323076923076917,0.036840381062116054,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
